TermName,StudentID,Student_StateID,TestID,AccommodationCategory,Accommodation
"Fall 2024-2025","5441900812","","963422263","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5441900812","","963422263","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5441900812","","963422263","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5441900812","","963422263","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5441900812","","963422263","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5441900812","","963422263","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5441900812","","963422263","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5441900812","","963422263","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5441900812","","963422263","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5441900812","","963422263","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5441900812","","963422216","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5441900812","","963422216","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5441900812","","963422216","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5441900812","","963422216","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5441900812","","963422216","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5441900812","","961192199","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5441900812","","961192199","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5441900812","","961192199","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5441900812","","961192199","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5441900812","","961192199","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5572000278","","974839616","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5572000278","","974839616","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000278","","974839616","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000278","","974839616","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000278","","974839616","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5572000286","","981267190","Accommodations","Human signer: Test directions"
"Fall 2024-2025","5572000286","","981267190","Accommodations","Human signer: Question directions"
"Fall 2024-2025","5572000286","","981267190","Accommodations","Human signer: Questions/prompts"
"Fall 2024-2025","5572000286","","981267190","Accommodations","Human signer: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5572000286","","981267190","Accommodations","Human signer: Answer choices"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000286","","981267190","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000327","","962234121","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5572000327","","962234121","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000327","","962234121","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000327","","962234121","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000327","","962234121","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5572000327","","962234121","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000327","","962234121","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000327","","962234121","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000541","","974839736","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5572000541","","974839736","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000541","","974839736","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000541","","974839736","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000541","","974839736","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5572000541","","974839736","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000541","","974839736","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000541","","974839736","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5572000682","","974839703","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5572000682","","974839703","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000682","","974839703","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000682","","974839703","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572000682","","974839703","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5572101423","","961192212","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5572101423","","961192212","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572101423","","961192212","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572101423","","961192212","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5572101423","","961192212","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5572101423","","961192260","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5572101423","","961192260","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5572101423","","961192260","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5572101423","","961192260","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5572101423","","961192260","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5611700277","","967977843","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5611700277","","967977843","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5611700277","","967977843","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5611700277","","967977843","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5611700277","","967977937","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5611700277","","967977937","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5611700277","","967977937","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5611700277","","965678799","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5611700277","","965678799","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5611700277","","965678799","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5611700277","","965678799","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5612100057","","974839724","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5612100057","","974839724","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100057","","974839724","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100057","","974839724","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100057","","974839724","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100172","","962234218","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5612100172","","962234218","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100172","","962234218","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100172","","962234218","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100172","","962234218","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612100172","","962234218","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100172","","962234218","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100172","","962234218","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5612100198","","974839710","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5612100198","","974839710","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100198","","974839710","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100198","","974839710","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100198","","974839710","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Human reader: Test directions"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Human reader: Question directions"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Human reader: Questions/prompts"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Human reader: Assets such as tables, graphs and reading passages"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Human reader: Answer choices"
"Fall 2024-2025","5612100221","","974839718","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5612100221","","974839718","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100221","","974839718","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100221","","974839718","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612100221","","974839718","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612400351","","962234179","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612400351","","962234179","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612400351","","962234179","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612400509","","971844776","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612400509","","971844776","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612400509","","971844776","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612400509","","971844776","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612400509","","971844775","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612400509","","971844775","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612400509","","971844775","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612400509","","971844775","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612500425","","961192183","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612500425","","961192183","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612500425","","961192183","Designated Features","Text-to-speech: Answer choices"
"Fall 2024-2025","5612500483","","963422205","Accommodations","Text-to-speech: Question directions"
"Fall 2024-2025","5612500483","","963422205","Accommodations","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612500483","","963422205","Accommodations","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612500483","","963422205","Accommodations","Text-to-speech: Answer choices"
"Fall 2024-2025","5612500483","","963422205","Designated Features","Text-to-speech: Question directions"
"Fall 2024-2025","5612500483","","963422205","Designated Features","Text-to-speech: Assets such as reading passages"
"Fall 2024-2025","5612500483","","963422205","Designated Features","Text-to-speech: Questions/prompts"
"Fall 2024-2025","5612500483","","963422205","Designated Features","Text-to-speech: Answer choices"
