TermName,StudentID,Student_StateID,TestID,AccommodationCategory,Accommodation
"Spring 2024-2025","3722000122","","1006248166","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3722000122","","1006248166","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3722000122","","1006248166","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3722000122","","998263874","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3722000122","","998263874","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3722000122","","998263874","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3722000122","","998263874","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3722000122","","998263874","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3722000122","","998263874","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3722000122","","998263874","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3722000122","","998263874","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3722000122","","1006248166","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3752100219","","1005782587","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3752100219","","1005782587","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3752100219","","1005782587","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3752100219","","1005782587","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3752100219","","1005782587","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3752100219","","1005782587","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3752100219","","1005782587","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3752100219","","1005782587","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3752100219","","998263899","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3752100219","","998263899","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3752100219","","998263899","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3752100219","","998263899","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3752100219","","998263899","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3752100219","","998263899","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3752100219","","998263899","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3752100219","","998263899","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3811700332","","1004096031","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3811700332","","1004096031","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3811700332","","1004096031","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3811700332","","1004096031","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3811700332","","1004096070","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3811700332","","1004096070","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3811700332","","1004096070","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3811700332","","1004096070","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3841400530","","1004096104","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3841400530","","1004096104","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3841400530","","1004096104","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3841400530","","1004096104","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3841400530","","1004096174","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3841400530","","1004096174","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3841400530","","1004096174","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3841400530","","1004096174","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3911601199","","1003993091","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3911601199","","1003993091","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3911601199","","1003993091","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3911601199","","1003993091","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3911901287","","1000377815","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3911901287","","1000377815","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3911901287","","1000377815","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3911901287","","1000377815","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3911901287","","1001198590","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3911901287","","1001198590","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3911901287","","1001198590","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3911901287","","1001198590","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3912100475","","1005782775","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3912100475","","1005782775","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3912100475","","1005782775","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3912100475","","1005782775","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3912100475","","1005782775","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3912100475","","1005782775","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3912100475","","1005782775","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3912100475","","1005782775","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3912100475","","1005172410","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3912100475","","1005172410","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3912100475","","1005172410","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3912100475","","1005172410","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3912100475","","1005172410","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3912100475","","1005172410","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3912100475","","1005172410","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","3912100475","","1005172410","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3962000041","","1004264299","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3962000041","","1004095998","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3962000041","","1004095998","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3962000041","","1004095998","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3962000041","","1004095998","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3962000041","","1004095998","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3962000041","","1004497088","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3962000041","","1004497088","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","3962000041","","1004497088","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3962000041","","1004497088","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","3962000041","","1004264299","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","3962000041","","1004264299","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3962000041","","1004095998","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3962000041","","1004264299","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","3962000041","","1004264299","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","3962000041","","1004264299","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","4162100623","","1005782776","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","4162100623","","1005782776","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4162100623","","1005782776","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","4162100623","","1005782776","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","4162100623","","1005782776","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","4162100623","","1005782776","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4162100623","","1005782776","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","4162100623","","1005782776","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004096165","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","4222000303","","1004264291","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004264291","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4222000303","","1004264291","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","4222000303","","1004264291","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004264291","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4222000303","","1004264291","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","4222000303","","1004497097","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004497097","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4222000303","","1004497097","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","4222000303","","1004497097","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004497097","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4222000303","","1004096165","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004096165","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","4222000303","","1004096165","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","4222000303","","1004096165","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","4222000303","","1004096165","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1004376317","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5441900812","","1004376317","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5441900812","","1004376317","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1004376317","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5441900812","","1003993044","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5441900812","","1003993044","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5441900812","","1003993044","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1003993044","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5441900812","","1003898532","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5441900812","","1003898532","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5441900812","","1003898532","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1003898532","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5441900812","","1003898532","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5441900812","","1003898532","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5441900812","","1003898532","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1003898532","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5441900812","","1004376317","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5441900812","","1004376317","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5441900812","","1004376317","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1004376317","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5441900812","","1003993044","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5441900812","","1003993044","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5441900812","","1003993044","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5441900812","","1003993044","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5572101423","","1003898525","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5572101423","","1003898525","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5572101423","","1003898525","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5572101423","","1003898525","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5572101423","","1003898525","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5572101423","","1003898525","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5572101423","","1003898525","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5572101423","","1003898525","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5611700277","","1003992960","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5611700277","","1003992960","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5611700277","","1003992960","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5611700277","","1003992960","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5611700277","","1003992958","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5611700277","","1003992958","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5611700277","","1003992958","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5611700277","","1003992958","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612100213","","1000377819","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5612100213","","1000377819","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612100213","","1000377819","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612100213","","1000377819","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5612100213","","1000377819","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612100213","","1000377819","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612100213","","1000377819","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612100213","","1000377819","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612200171","","1000377817","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612200171","","1000377817","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612200171","","1000377817","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612200171","","1000377817","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612400351","","1001198609","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612400351","","1001198609","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612400351","","1001198609","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612400351","","1001198609","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612400509","","998700230","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612400509","","998700230","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612400509","","998700230","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612400509","","998700230","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612400509","","998700230","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612400509","","998700230","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5612400509","","998700230","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612400509","","998700230","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5612400509","","1000377827","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612400509","","1000377827","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612400509","","1000377827","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612400509","","1000377827","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612400509","","1000377827","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5612400509","","1000377827","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612400509","","1000377827","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612400509","","1000377827","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5612500425","","1000377836","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612500425","","1000377836","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612500425","","1000377836","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612500425","","1000377836","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612500425","","1001198620","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612500425","","1001198620","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612500425","","1001198620","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612500425","","1001198620","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612500483","","1001198591","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5612500483","","999805625","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612500483","","999805625","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612500483","","999805625","Accommodations","Text-to-speech: Answer choices"
"Spring 2024-2025","5612500483","","999805625","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612500483","","999805625","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612500483","","999805625","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612500483","","999805625","Designated Features","Text-to-speech: Answer choices"
"Spring 2024-2025","5612500483","","999805625","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5612500483","","1001198591","Accommodations","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612500483","","1001198591","Accommodations","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612500483","","1001198591","Accommodations","Text-to-speech: Question directions"
"Spring 2024-2025","5612500483","","1001198591","Designated Features","Text-to-speech: Question directions"
"Spring 2024-2025","5612500483","","1001198591","Designated Features","Text-to-speech: Assets such as reading passages"
"Spring 2024-2025","5612500483","","1001198591","Designated Features","Text-to-speech: Questions/prompts"
"Spring 2024-2025","5612500483","","1001198591","Designated Features","Text-to-speech: Answer choices"
